Time	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8	E1	E2	E3	E4	E5	E6	E7	E8	F1	F2	F3	F4	F5	F6	F7	F8	
0	0,0324472486446121	0,0335080339094155	0,0335790571642731	0,0335430140610119	0,0338436414921875	0,0340282566762575	0,033778408340169	0,0341800394226695	0,0335785270969649	0,0338866052608979	0,0335355937934156	0,03382613895303	0,0343010790652864	0,0340744227371427	0,0338542494349807	0,0340807908548276	0,0335382438744318	0,0340335628704218	0,0339237378677396	0,0339911151322612	0,0343047957284667	0,0342373697851461	0,0340372772449116	0,0339762594040099	0,0334794158808715	0,0338712226824094	0,0337826508488971	0,0339656484806567	0,0341757930301993	0,0349275202395458	0,0343063885938523	0,0341577463253923	0,0334470903760492	0,0341200629773822	0,03400544078007	0,0346473962559122	0,0345326348147857	0,0343876324762043	0,0344125927990512	0,0345772606606926	0,0328561168956419	0,0344269323567102	0,0342150737448821	0,0346574924635388	0,03471169716966	0,0341423541403413	0,0342612596699895	0,0339974820285039	
0,646388888888889	0,0322994776775159	0,0334253766169579	0,0334958423105192	0,033484097234252	0,0338136137598255	0,0339621648604148	0,0337559169619047	0,0341540740427945	0,03275865401756	0,0338205592616457	0,0334990455682649	0,0336485572137499	0,0342556759044432	0,0340626526857487	0,0337612589360114	0,0340268378685767	0,0334413905433862	0,0339626993086198	0,0337516434299288	0,0338429993343826	0,034221449464596	0,0341695801583326	0,0339311679897966	0,0338413964335914	0,0334648787036607	0,0339327712219528	0,0338494109967079	0,0340471503874272	0,034215032307406	0,0348941724020882	0,0343027416639525	0,0341417764827449	0,0334168360976341	0,0341685107532798	0,0340113368486025	0,0345831025295631	0,0345467096006363	0,0343203926388639	0,0344375491081668	0,0345376118448922	0,0328844528891594	0,0344006333856817	0,0341604902993187	0,0346815928069063	0,0347586877376169	0,0340808284988491	0,0342038025104796	0,0339514760344304	
1,22916666666667	0,0324778457228065	0,0335563639056491	0,0335892327123088	0,0335330391648066	0,0339005494222686	0,034094240539819	0,0338368890148132	0,034238636415756	0,032884159600498	0,0339498926572138	0,0335823406596331	0,0337774810524884	0,0343166938817293	0,0341239651781331	0,0338920608287648	0,0341032638756794	0,0335791597491332	0,0340544339430461	0,0339159354208973	0,0339721785365645	0,0343220044231217	0,0342662469769783	0,0340677024032416	0,0339578517685588	0,033624755026034	0,0340151616765205	0,033898427258338	0,0340937097611951	0,0343050109192398	0,0350411201029367	0,0344569139512176	0,0342381054606275	0,0336083189674754	0,0342179296467332	0,0341207802981433	0,0346981559017773	0,034711975577828	0,0344452272161076	0,0345201340156446	0,0346609512672604	0,0329328581230024	0,034624281246489	0,034337936436933	0,0347204802124412	0,0347465266920082	0,0342035947695815	0,0343443094061108	0,0340454116216577	
1,83861111111111	0,0323456299210414	0,0334968014607987	0,0335345703383849	0,0335196751775063	0,0338554722969741	0,0340221368276309	0,0338171431769883	0,0342432124268562	0,0327729124921315	0,0338586665430062	0,0335255267869258	0,0337239962220976	0,0342949017488148	0,0340732672027557	0,0338091583694238	0,034063679798878	0,033440420234188	0,0339992366323152	0,0338102230019503	0,0339151020971123	0,0343114223139674	0,0342591981579879	0,0339742075674299	0,033874638125583	0,0335627661488126	0,03401947395218	0,0338426955477776	0,0340594187984239	0,0342757173650056	0,0349866383320373	0,0343897703247951	0,034257066693173	0,0334978653278857	0,0347774544812873	0,0340732672027557	0,0346579660742292	0,034610499894034	0,0344030962228376	0,0344979884386668	0,0346136996981623	0,0329163188552856	0,034544909104339	0,0341877997807639	0,0348041304894075	0,0348094658876622	0,0341446467516631	0,0342581324242728	0,0340769956947563	
2,46027777777778	0,0324595241470883	0,0335378602398635	0,0336077615115617	0,0335262111216695	0,0338954283178549	0,0341313195043269	0,0338668120353134	0,0343588505734482	0,0328822893283375	0,0338986080212002	0,0335749276948704	0,0337359430713185	0,0343036805790564	0,0341429848649257	0,0338599232118545	0,0341191242350799	0,0336368903623299	0,0340348271738332	0,0338646923856876	0,0339765180262354	0,0343217161523038	0,034272915741459	0,0340459598101951	0,0339452463451116	0,0337481275851856	0,0341514689603543	0,034093674341431	0,0342951935096283	0,0343981104143491	0,0350857327574081	0,0344734568066854	0,0343683999378353	0,0336872084340348	0,0343689304642357	0,0341557110702218	0,0348339207138296	0,0346873632107695	0,0345100735057666	0,0346172879711394	0,0347553257581712	0,0330768995936516	0,0347691319502758	0,0344172110797448	0,0348939386017293	0,0349061556479898	0,0343572590331309	0,0345063586274621	0,0341567716041631	
3,07305555555556	0,0323800205529145	0,0334864917276914	0,0335614916475916	0,0335487247890704	0,0338727999465091	0,0340969736535522	0,0339590478671644	0,0343404476591768	0,0328152609227999	0,0338962236134364	0,033576386790225	0,0337407992646708	0,0343271249824248	0,0340932453536002	0,0338658795594105	0,0340746043339215	0,0334758544899812	0,0339526585448794	0,0338547007055012	0,0338994178477218	0,0342605177283909	0,0342482631063227	0,0340921801309211	0,0339164541607022	0,0336482098267248	0,0341220073535945	0,0339957882945916	0,034182733387415	0,0343793522144961	0,0351079905478456	0,0345158121750748	0,0343313881945196	0,0336710892883477	0,034352704882758	0,0341497058947487	0,0347653889356507	0,0347189824015765	0,0345152790449278	0,0346037876133604	0,034761654893142	0,0330643934076446	0,034705648107783	0,0344246564311599	0,0348758244216473	0,0349366559582595	0,0342562552119294	0,0344438455241512	0,0342072392793314	
3,68194444444444	0,0324568465057286	0,0335776317200868	0,0336360576060701	0,0336349952470751	0,0339596668525286	0,0341579900125938	0,0339500985881837	0,0344383490463643	0,0328755427318632	0,0339639194821265	0,0336031256855642	0,0337864076098393	0,0343595961627695	0,0341388449541885	0,0339097015737434	0,0341468219592914	0,0335914407656174	0,0340883273240942	0,0339240527143217	0,0339772092180218	0,0343425703897631	0,034311180870493	0,0341037478722832	0,0342723461305866	0,0338050057505142	0,034242025528654	0,0341968145276318	0,0343702376098562	0,0345543759311943	0,0352176012163982	0,0346065449073103	0,0344122738751488	0,033803942978163	0,0344447350412361	0,034242025528654	0,0349447305213822	0,0348861283252509	0,0346438122988194	0,0347162266601501	0,0348424481956951	0,0331816052559374	0,0348403175700426	0,0345543759311943	0,0349740345850563	0,0350182608249446	0,0343941818191955	0,034540536234213	0,0343377820113638	
4,41444444444444	0,032286494175604	0,0335807776574562	0,0336414421557567	0,03355842971505	0,0339507499533887	0,0341584984437038	0,0339736506822718	0,0344879035408626	0,032747764520623	0,0339811069941292	0,0336254769925083	0,0338101765894566	0,0343802064250698	0,0341398502887985	0,0338879122957892	0,0341616953506607	0,0336712453641888	0,0341377191220796	0,0339555430292787	0,03397950920224	0,0343930007240349	0,0343253018382097	0,0341350551783874	0,0343743424973421	0,0338314726594403	0,0343823387820558	0,0341941985739445	0,0343706109481933	0,0346105614949636	0,0352943474699005	0,0347706022101693	0,0345561610837961	0,0337409715731454	0,0346254961332843	0,0343652802193126	0,0348842669301026	0,034946181357731	0,0346633684114368	0,0348228949592158	0,0349387084584314	0,0331840067196524	0,0349242968014681	0,0345294967042472	0,0350721724461516	0,0351303755869585	0,0343908683146989	0,0346094947547355	0,0343029155521792	
4,99472222222222	0,0323807469224563	0,0336059351594399	0,0336245171804371	0,0335454163741079	0,0339766640103061	0,0341791581965602	0,0339495656528767	0,0345035582066975	0,0327461920900428	0,0338666870540675	0,0335677117875596	0,0337625799466742	0,0343322873509543	0,0340707243701104	0,0338390643687896	0,0341669314599461	0,0334912751347301	0,0340202374634817	0,0338215354989668	0,0339118433038512	0,0343386689042435	0,034324310541206	0,034013860587497	0,0342977222334732	0,0338879364691013	0,0344088721800069	0,0342865556296128	0,0344338715408785	0,0346754288446592	0,0353747867090195	0,0347015080422249	0,0344727031889776	0,03384118912836	0,0346019897234814	0,0343264376761466	0,0349677118623569	0,0349751679181914	0,0347275888059293	0,0348266035149284	0,0349011456084349	0,0332249136170812	0,0349831566914937	0,0346184858358992	0,0350561276220838	0,0350859586862367	0,0344993022118532	0,0343923840274197	0,0344636598922956	
5,55416666666667	0,0325495888736715	0,0336974376426425	0,0337999579820535	0,0337739272098254	0,0341629576086911	0,0343033492036184	0,0342602696834211	0,0347780386280161	0,032966155459732	0,0340332420847787	0,0336830973484458	0,033806864367186	0,0344304852922544	0,0341698697688985	0,0339088791546205	0,0341618942091928	0,0335768876889255	0,0340353682564431	0,0338615880705571	0,0339157872721071	0,0342794156092834	0,0342501652294961	0,0340109179107271	0,0342246392351295	0,0339136616857922	0,0343357946263035	0,0343161143265923	0,0344959296707972	0,0345496759254871	0,0352473840954474	0,0346332352916238	0,0345033792496188	0,0337378054576718	0,0344272931357985	0,0341730600337919	0,0349127703788461	0,0348232995737259	0,0346438809514198	0,0347210697900292	0,0347924151231115	0,0330966134006058	0,0348094545483997	0,0344767741977165	0,0349175639779017	0,034946326683402	0,0343230289248663	0,0345491437517486	0,034179972354791	
